"gold-link,""gold-link href"",""result-id"",""source"",""reporter"",""reporter 2"",""duration""";;;;;
"School Shootings / Williamsport, Pennsylvania / Santee, California,""https://tvnews.vanderbilt.edu/broadcasts/196359"",""#196359"",""ABC Evening News for 2001-03-07"",""Jennings, Peter"; Redeker, Bill;" Rooney, Brian"",""Reporter(s):"",""00:03:50""";;;
"School Shootings / Threats / Williamsport, Pennsylvania,""https://tvnews.vanderbilt.edu/broadcasts/397473"",""#397473"",""CBS Evening News for 2001-03-07"",""Axelrod, Jim";" Rather, Dan"",""Reporter(s):"",""00:02:40""";;;;
"School Shootings / Santee, California,""https://tvnews.vanderbilt.edu/broadcasts/438758"",""#438758"",""CNN Evening News for 2001-03-07"",""Blitzer, Wolf";" Buckley, Frank"",""Reporter(s):"",""00:03:40""";;;;
"School Shootings And Threats / Santee, California / Liability,""https://tvnews.vanderbilt.edu/broadcasts/637946"",""#637946"",""NBC Evening News for 2001-03-07"",""Avila, Jim"; Brokaw, Tom; Reid, Chip;" Williams, Pete"",""Reporter(s):"",""00:07:30""";;
"School Shootings / Santee, California / Threats,""https://tvnews.vanderbilt.edu/broadcasts/196379"",""#196379"",""ABC Evening News for 2001-03-08"",""Brown, Aaron";" Gibson, Charles"",""Reporter(s):"",""00:02:40""";;;;
"In Depth (School Violence / Copycat Crimes),""https://tvnews.vanderbilt.edu/broadcasts/637966"",""#637966"",""NBC Evening News for 2001-03-08"",""Brokaw, Tom";" Williams, Pete"",""Reporter(s):"",""00:02:50""";;;;
"Santee, California / School Shooting,""https://tvnews.vanderbilt.edu/broadcasts/195896"",""#195896"",""ABC Evening News for 2001-03-10"",""Brown, Aaron";" Rooney, Brian"",""Reporter(s):"",""00:02:20""";;;;
"Santee, California / School Shooting / Family Statements,""https://tvnews.vanderbilt.edu/broadcasts/637634"",""#637634"",""NBC Evening News for 2001-03-16"",""Brokaw, Tom";" Smith, Shellee"",""Reporter(s):"",""00:02:00""";;;;
"School Shootings / El Cajon, California / Prevention,""https://tvnews.vanderbilt.edu/broadcasts/196122"",""#196122"",""ABC Evening News for 2001-03-23"",""Jennings, Peter";" Wright, David"",""Reporter(s):"",""00:03:10""";;;;
"School Violence / New York Threats / Attorney General,""https://tvnews.vanderbilt.edu/broadcasts/397296"",""#397296"",""CBS Evening News for 2001-03-23"",""Roberts, John";" Stewart, Jim"",""Reporter(s):"",""00:02:10""";;;;
"El Cajon, California / School Shooting / Threats,""https://tvnews.vanderbilt.edu/broadcasts/637760"",""#637760"",""NBC Evening News for 2001-03-23"",""Seigenthaler, John";" Smith, Shellee"",""Reporter(s):"",""00:04:00""";;;;
"School Shootings / El Cajon, California,""https://tvnews.vanderbilt.edu/broadcasts/196140"",""#196140"",""ABC Evening News for 2001-03-24"",""Brown, Aaron";" Chang, JuJu"",""Reporter(s):"",""00:02:20""";;;;
"California / School Shootings / El Cajon and Santee,""https://tvnews.vanderbilt.edu/broadcasts/196178"",""#196178"",""ABC Evening News for 2001-03-26"",""Vargas, Elizabeth";" Wright, David"",""Reporter(s):"",""00:02:30""";;;;
"California / School Shootings / Arraignments,""https://tvnews.vanderbilt.edu/broadcasts/397324"",""#397324"",""CBS Evening News for 2001-03-26"",""Rather, Dan"",""Reporter(s):"",""00:00:30""";;;;;
"California / School Shootings / Arraignments,""https://tvnews.vanderbilt.edu/broadcasts/438604"",""#438604"",""CNN Evening News for 2001-03-26"",""Blitzer, Wolf";" Buckley, Frank"",""Reporter(s):"",""00:02:40""";;;;
"California / School Shootings / Court Appearances,""https://tvnews.vanderbilt.edu/broadcasts/637785"",""#637785"",""NBC Evening News for 2001-03-26"",""Brokaw, Tom";" Reid, Chip"",""Reporter(s):"",""00:02:20""";;;;
"Schools / Bomb Scares,""https://tvnews.vanderbilt.edu/broadcasts/196818"",""#196818"",""ABC Evening News for 2001-04-05"",""Jennings, Peter";" Norris, Michele"",""Reporter(s):"",""00:02:30""";;;;
"School Shootings / Littleton, Colorado,""https://tvnews.vanderbilt.edu/broadcasts/196848"",""#196848"",""ABC Evening News for 2001-04-07"",""Brown, Aaron"",""Reporter(s):"",""00:00:20""";;;;;
"Cincinnati, Ohio / Police Shooting / Race,""https://tvnews.vanderbilt.edu/broadcasts/196426"",""#196426"",""ABC Evening News for 2001-04-10"",""Jennings, Peter";" Reynolds, Dean"",""Reporter(s):"",""00:02:00""";;;;
"School Shootings / Littleton, Colorado / Telling of Threats,""https://tvnews.vanderbilt.edu/broadcasts/196611"",""#196611"",""ABC Evening News for 2001-04-20"",""Jennings, Peter";" Norris, Michele"",""Reporter(s):"",""00:02:50""";;;;
"Littleton, Colorado / Columbine School Shooting,""https://tvnews.vanderbilt.edu/broadcasts/439363"",""#439363"",""CNN Evening News for 2001-05-17"",""Blitzer, Wolf"",""Reporter(s):"",""00:00:30""";;;;;
"Nepal / Royal Palace Shooting,""https://tvnews.vanderbilt.edu/broadcasts/638915"",""#638915"",""NBC Evening News for 2001-06-03"",""Seigenthaler, John"",""Reporter(s):"",""00:00:30""";;;;;
"Prince George's County, Maryland / Police Department / Use Of Force,""https://tvnews.vanderbilt.edu/broadcasts/716221"",""#716221"",""NBC Evening News for 2001-06-30"",""Seigenthaler,  John";" Cha,  Virginia"",""Reporter(s):"",""00:02:10""";;;;
"A Closer Look (Fall Out),""https://tvnews.vanderbilt.edu/broadcasts/639565"",""#639565"",""ABC Evening News for 2001-07-19"",""Jennings, Peter";" Reynolds, Dean"",""Reporter(s):"",""00:03:10""";;;;
"School Violence,""https://tvnews.vanderbilt.edu/broadcasts/645433"",""#645433"",""NBC Evening News for 2001-08-12"",""O'Donnell, Norah";" Seigenthaler, John"",""Reporter(s):"",""00:03:00""";;;;
"Middle East / Israelis vs. Palestinians / Violence,""https://tvnews.vanderbilt.edu/broadcasts/661592"",""#661592"",""ABC Evening News for 2002-02-25"",""Findlay, Gillian";" Jennings, Peter"",""Reporter(s):"",""00:02:10""";;;;
"Middle East Israelis vs. Palestinians / Violence,""https://tvnews.vanderbilt.edu/broadcasts/662097"",""#662097"",""CBS Evening News for 2002-03-12"",""Hawkins, David";" Rather, Dan"",""Reporter(s):"",""00:02:20""";;;;
"Germany / Erfurt School Shooting,""https://tvnews.vanderbilt.edu/broadcasts/698752"",""#698752"",""ABC Evening News for 2002-04-26"",""Jennings, Peter";" Wooten, Jim"",""Reporter(s):"",""00:02:30""";;;;
"Germany / Erfurt School Shooting / American Security,""https://tvnews.vanderbilt.edu/broadcasts/699232"",""#699232"",""CBS Evening News for 2002-04-26"",""Rather, Dan"; Roth, Richard;" Stewart, Jim"",""Reporter(s):"",""00:03:50""";;;
"School Shootings / Prevention Guideline / Mones Interview,""https://tvnews.vanderbilt.edu/broadcasts/701952"",""#701952"",""CNN Evening News for 2002-05-15"",""Slobogin, Kathy";" Woodruff, Judy"",""Reporter(s):"",""00:08:10""";;;;
"Oakland, California / Murder Rate,""https://tvnews.vanderbilt.edu/broadcasts/706734"",""#706734"",""CBS Evening News for 2002-07-30"",""Bowen, Jerry";" Roberts, John"",""Reporter(s):"",""00:02:10""";;;;
"In Depth (Kentucky: Stray Dog Killings),""https://tvnews.vanderbilt.edu/broadcasts/709113"",""#709113"",""NBC Evening News for 2002-08-28"",""Phillips,  Stone";" Avila,  Jim"",""Reporter(s):"",""00:02:40""";;;;
"Maryland / Murder Spree,""https://tvnews.vanderbilt.edu/broadcasts/711456"",""#711456"",""NBC Evening News for 2002-10-03"",""Brokaw,  Tom";" O’Donnell,  Norah"",""Reporter(s):"",""00:02:20""";;;;
"Maryland / Murder Spree / Spree Killers,""https://tvnews.vanderbilt.edu/broadcasts/711473"",""#711473"",""CBS Evening News for 2002-10-03"",""Rather";,  Dan; Chen,  Joie; Roberts,  John;" Orr,  Bob"",""Reporter(s):"",""00:04:30""";
"Maryland / Murder Spree,""https://tvnews.vanderbilt.edu/broadcasts/711490"",""#711490"",""ABC Evening News for 2002-10-03"",""Jennings,  Peter";" Serafin,  Barry"",""Reporter(s):"",""00:03:00""";;;;
"Maryland / Murder Spree,""https://tvnews.vanderbilt.edu/broadcasts/711507"",""#711507"",""CNN Evening News for 2002-10-03"",""Brown,  Aaron";" Franken,  Bob"",""Reporter(s):"",""00:04:00""";;;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/711549"",""#711549"",""CBS Evening News for 2002-10-04"",""Rather,  Dan";" Chen,  Joie"",""Reporter(s):"",""00:02:10""";;;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/711568"",""#711568"",""NBC Evening News for 2002-10-04"",""Brokaw,  Tom";" O’Donnell,  Norah"",""Reporter(s):"",""00:02:00""";;;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/711582"",""#711582"",""ABC Evening News for 2002-10-04"",""Gibson,  Charles";" Serafin,  Barry"",""Reporter(s):"",""00:02:40""";;;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/711598"",""#711598"",""CNN Evening News for 2002-10-04"",""Brown,  Aaron";" Koch,  Kathleen"",""Reporter(s):"",""00:05:10""";;;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/711530"",""#711530"",""CNN Evening News for 2002-10-05"",""Lin,  Carol"; Koch,  Kathleen;" Mattingly,  David"",""Reporter(s):"",""00:05:40""";;;
"Washington, DC / Serial Sniper,""https://tvnews.vanderbilt.edu/broadcasts/711824"",""#711824"",""CNN Evening News for 2002-10-06"",""Lin,  Carol";" Koch,  Kathleen"",""Reporter(s):"",""00:02:30""";;;;
"Washington, DC / Serial Sniper Shootings / Investigation,""https://tvnews.vanderbilt.edu/broadcasts/711660"",""#711660"",""ABC Evening News for 2002-10-07"",""Gibson,  Charles"; Raddatz,  Martha;" Serafin,  Barry"",""Reporter(s):"",""00:05:10""";;;
"Washington, DC / Sniper Shootings / ""War Zone"" / Timoney Interview,""https://tvnews.vanderbilt.edu/broadcasts/711681"",""#711681"",""CNN Evening News for 2002-10-07"",""Brown,  Aaron"; Franken,  Bob;" Okwu,  Michael"",""Reporter(s):"",""00:10:50""";;;
"Washington, DC / Serial Sniper / Spree Killers / Reaction,""https://tvnews.vanderbilt.edu/broadcasts/711717"",""#711717"",""CBS Evening News for 2002-10-07"",""Rather,  Dan"; Chen,  Joie; Stewart,  Jim;" Orr,  Bob"",""Reporter(s):"",""00:05:50""";;
"Washington, DC / Sniper Shootings / Fear,""https://tvnews.vanderbilt.edu/broadcasts/711740"",""#711740"",""ABC Evening News for 2002-10-08"",""Gibson,  Charles"; Miller,  John;" Serafin,  Barry"",""Reporter(s):"",""00:05:30""";;;
"A Closer Look (Safer Schools),""https://tvnews.vanderbilt.edu/broadcasts/711746"",""#711746"",""ABC Evening News for 2002-10-08"",""Gibson,  Charles";" Harris,  Dan"",""Reporter(s):"",""00:02:30""";;;;
"Washington, DC / Sniper Shootings / Bowie, Maryland, School,""https://tvnews.vanderbilt.edu/broadcasts/711757"",""#711757"",""CNN Evening News for 2002-10-08"",""Brown,  Aaron"; Koch,  Kathleen;" Okwu,  Michael"",""Reporter(s):"",""00:05:50""";;;
"Maryland / Sniper Shootings / Duncan Interview,""https://tvnews.vanderbilt.edu/broadcasts/711763"",""#711763"",""CNN Evening News for 2002-10-08"",""Brown,  Aaron"",""Reporter(s):"",""00:05:10""";;;;;
"Washington, DC / Serial Sniper / Sniper Weapons,""https://tvnews.vanderbilt.edu/broadcasts/711781"",""#711781"",""CBS Evening News for 2002-10-08"",""Rather,  Dan"; Chen,  Joie;" Strassmann,  Mark"",""Reporter(s):"",""00:04:20""";;;
"Washington, DC / Serial Sniper / Community Reaction,""https://tvnews.vanderbilt.edu/broadcasts/711795"",""#711795"",""NBC Evening News for 2002-10-08"",""Brokaw,  Tom"; Hager,  Robert;" Francis,  Fred"",""Reporter(s):"",""00:04:20""";;;
"Washington, DC / Serial Sniper / Calling Card,""https://tvnews.vanderbilt.edu/broadcasts/711836"",""#711836"",""CBS Evening News for 2002-10-09"",""Rather,  Dan"; Chen,  Joie;" Schlesinger,  Richard"",""Reporter(s):"",""00:04:50""";;;
"Washington, DC / Serial Sniper / Calling Cards,""https://tvnews.vanderbilt.edu/broadcasts/711852"",""#711852"",""NBC Evening News for 2002-10-09"",""Brokaw,  Tom"; Hager,  Robert;" Francis,  Fred"",""Reporter(s):"",""00:05:10""";;;
"A Closer Look (Serial Patterns),""https://tvnews.vanderbilt.edu/broadcasts/711890"",""#711890"",""ABC Evening News for 2002-10-09"",""Jennings,  Peter";" Serafin,  Barry"",""Reporter(s):"",""00:02:00""";;;;
"Washington, DC / Sniper Shootings / Virginia,""https://tvnews.vanderbilt.edu/broadcasts/711900"",""#711900"",""CNN Evening News for 2002-10-09"",""Cooper,  Anderson";" Koch,  Kathleen"",""Reporter(s):"",""00:03:50""";;;;
"Washington, DC / Sniper Shootings / Virginia,""https://tvnews.vanderbilt.edu/broadcasts/711914"",""#711914"",""CNN Evening News for 2002-10-09"",""Cooper,  Anderson"",""Reporter(s):"",""00:00:30""";;;;;
"Washington, DC / Sniper Shootings / Virginia,""https://tvnews.vanderbilt.edu/broadcasts/711919"",""#711919"",""CNN Evening News for 2002-10-09"",""Cooper,  Anderson";" Koch,  Kathleen"",""Reporter(s):"",""00:02:20""";;;;
"Washington, DC / Sniper Shootings / Virginia / Ballistics / Gun Control,""https://tvnews.vanderbilt.edu/broadcasts/711922"",""#711922"",""ABC Evening News for 2002-10-10"",""Jennings,  Peter"; Miller,  John;" Thomas,  Pierre"",""Reporter(s):"",""00:04:20""";;;
"Washington, DC / Sniper Shootings / Virginia / Tarot Card,""https://tvnews.vanderbilt.edu/broadcasts/711940"",""#711940"",""CNN Evening News for 2002-10-10"",""Brown,  Aaron"; Lavandera,  Ed;" Koch,  Kathleen"",""Reporter(s):"",""00:06:50""";;;
"Washington, DC / Sniper Shootings / Lange Interview / Fear Factor,""https://tvnews.vanderbilt.edu/broadcasts/711945"",""#711945"",""CNN Evening News for 2002-10-10"",""Brown,  Aaron";" Bellini,  Jason"",""Reporter(s):"",""00:07:00""";;;;
"Maryland-Washington, DC / Serial Sniper / Investigation,""https://tvnews.vanderbilt.edu/broadcasts/711980"",""#711980"",""NBC Evening News for 2002-10-10"",""Brokaw,  Tom"; Johns,  Joe;" Bloom,  David"",""Reporter(s):"",""00:05:10""";;;
"Washington, DC / Sniper Shootings / Virginia,""https://tvnews.vanderbilt.edu/broadcasts/711996"",""#711996"",""ABC Evening News for 2002-10-11"",""Jennings,  Peter"; Miller,  John;" Serafin,  Barry"",""Reporter(s):"",""00:04:50""";;;
"Washington, DC / Sniper Shootings / Virginia / Fear Factor / Clark Interview,""https://tvnews.vanderbilt.edu/broadcasts/712013"",""#712013"",""CNN Evening News for 2002-10-11"",""Brown,  Aaron"; Lavandera,  Ed;" Koch,  Kathleen"",""Reporter(s):"",""00:10:40""";;;
"Maryland-Washington, DC / Serial Sniper / Investigation / Living in Fear,""https://tvnews.vanderbilt.edu/broadcasts/712033"",""#712033"",""NBC Evening News for 2002-10-11"",""Brokaw,  Tom"; Johns,  Joe; Bloom,  David;" Faw,  Bob"",""Reporter(s):"",""00:07:30""";;
"Maryland-Washington, DC / Serial Sniper / Truck Graphic / Duncan Interview,""https://tvnews.vanderbilt.edu/broadcasts/712068"",""#712068"",""CNN Evening News for 2002-10-12"",""Cooper,  Anderson";" Hemmer,  Bill"",""Reporter(s):"",""00:07:50""";;;;
"Maryland-Washington, DC / Serial Sniper / Shannon, Vittone Interviews,""https://tvnews.vanderbilt.edu/broadcasts/712077"",""#712077"",""CNN Evening News for 2002-10-12"",""Cooper,  Anderson";" Hemmer,  Bill"",""Reporter(s):"",""00:05:10""";;;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/712082"",""#712082"",""NBC Evening News for 2002-10-12"",""Seigenthaler,  John"; Johns,  Joe;" Jordan,  Rosiland"",""Reporter(s):"",""00:04:40""";;;
"News Alert,""https://tvnews.vanderbilt.edu/broadcasts/712152"",""#712152"",""CNN Evening News for 2002-10-13"",""Cooper,  Anderson"",""Reporter(s):"",""00:01:20""";;;;;
"Washington, DC / Serial Sniper / Jordan Interview,""https://tvnews.vanderbilt.edu/broadcasts/712156"",""#712156"",""CNN Evening News for 2002-10-13"",""Cooper,  Anderson"; Kagan,  Daryn;" Davis, Patty"",""Reporter(s):"",""00:09:20""";;;
"Washington, DC / Sniper Shootings / Investigation,""https://tvnews.vanderbilt.edu/broadcasts/712362"",""#712362"",""ABC Evening News for 2002-10-13"",""Vargas,  Elizabeth"; Serafin,  Barry;" Miller,  John"",""Reporter(s):"",""00:04:40""";;;
"Campaign 2002 / Gun Control / Maryland / Governor's Race / ""Political Note"",""https://tvnews.vanderbilt.edu/broadcasts/712366"",""#712366"",""ABC Evening News for 2002-10-13"",""Vargas,  Elizabeth"; Cochran,  John;" Halperin,  Mark"",""Reporter(s):"",""00:04:10""";;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/712090"",""#712090"",""ABC Evening News for 2002-10-14"",""Jennings,  Peter";" Miller,  John"",""Reporter(s):"",""00:01:40""";;;;
"Washington, DC / Sniper Shootings,""https://tvnews.vanderbilt.edu/broadcasts/712106"",""#712106"",""CNN Evening News for 2002-10-14"",""Brown,  Aaron"; Koch,  Kathleen; Chinoy, Mike;" King, John"",""Reporter(s):"",""00:03:20""";;
"Washington, DC / Sniper Shootings / Virginia / Investigation,""https://tvnews.vanderbilt.edu/broadcasts/712107"",""#712107"",""CNN Evening News for 2002-10-14"",""Brown,  Aaron";" Koch,  Kathleen"",""Reporter(s):"",""00:04:40""";;;;
"Washington, DC / Sniper Shootings / Virginia,""https://tvnews.vanderbilt.edu/broadcasts/712111"",""#712111"",""CNN Evening News for 2002-10-14"",""Brown,  Aaron";" Lavandera,  Ed"",""Reporter(s):"",""00:02:40""";;;;
"Washington, DC / Sniper Shootings / Virginia,""https://tvnews.vanderbilt.edu/broadcasts/712115"",""#712115"",""CNN Evening News for 2002-10-14"",""Brown,  Aaron";" Davis,  Patty"",""Reporter(s):"",""00:07:00""";;;;
"Washington, DC / Sniper Shootings / Virginia,""https://tvnews.vanderbilt.edu/broadcasts/712117"",""#712117"",""CNN Evening News for 2002-10-14"",""Brown,  Aaron";" Koch,  Kathleen"",""Reporter(s):"",""00:25:40""";;;;
"Washington, DC / Sniper Shooting / Virginia / Surveillance / Police Response,""https://tvnews.vanderbilt.edu/broadcasts/712169"",""#712169"",""ABC Evening News for 2002-10-15"",""Jennings,  Peter"; Miller,  John; McWethy,  John;" Thomas,  Pierre"",""Reporter(s):"",""00:06:40""";;
"Washington, DC / Sniper Shootings / Investigation / Eyewitness Testimony / Military Technology,""https://tvnews.vanderbilt.edu/broadcasts/712186"",""#712186"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron"; Lavandera,  Ed; Meserve,  Jeanne;" Blitzer,  Wolf"",""Reporter(s):"",""00:12:30""";;
"Washington, DC / Sniper Shootings / Franklin's Murder,""https://tvnews.vanderbilt.edu/broadcasts/712189"",""#712189"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron";" Franken,  Bob"",""Reporter(s):"",""00:02:00""";;;;
"Washington, DC / Sniper Shootings / Beatty Interview,""https://tvnews.vanderbilt.edu/broadcasts/712190"",""#712190"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron"",""Reporter(s):"",""00:04:20""";;;;;
"Washington, DC / Sniper Shootings / The Profiler / Ressler Interview,""https://tvnews.vanderbilt.edu/broadcasts/712193"",""#712193"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron"",""Reporter(s):"",""00:05:10""";;;;;
"Washington, DC / Sniper Shootings / Bullets / Brooks Interview,""https://tvnews.vanderbilt.edu/broadcasts/712194"",""#712194"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron"",""Reporter(s):"",""00:03:30""";;;;;
"Washington, DC / Sniper Shootings / Political Sniping / Maryland Governor's Race,""https://tvnews.vanderbilt.edu/broadcasts/712197"",""#712197"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron";" Karl,  Jonathan"",""Reporter(s):"",""00:03:20""";;;;
"Washington, DC / Sniper Shootings / Investigation /,""https://tvnews.vanderbilt.edu/broadcasts/712201"",""#712201"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron";" Blitzer,  Wolf"",""Reporter(s):"",""00:02:10""";;;;
"Segment 7 (Fear Factor),""https://tvnews.vanderbilt.edu/broadcasts/712205"",""#712205"",""CNN Evening News for 2002-10-15"",""Brown,  Aaron"",""Reporter(s):"",""00:02:50""";;;;;
"Washington, DC / Sniper Shootings / Investigation / Military Resources,""https://tvnews.vanderbilt.edu/broadcasts/712242"",""#712242"",""ABC Evening News for 2002-10-16"",""Jennings,  Peter"; Miller,  John;" Raddatz,  Martha"",""Reporter(s):"",""00:05:30""";;;
"Washington, DC / Sniper Shootings / Franklin,""https://tvnews.vanderbilt.edu/broadcasts/712257"",""#712257"",""ABC Evening News for 2002-10-16"",""Jennings,  Peter"",""Reporter(s):"",""00:00:40""";;;;;
"Washington, DC / Sniper Shootings / Investigation / Gun Registry,""https://tvnews.vanderbilt.edu/broadcasts/712262"",""#712262"",""CNN Evening News for 2002-10-16"",""Brown,  Aaron"; Koch,  Kathleen;" Okwu,  Michael"",""Reporter(s):"",""00:07:10""";;;
"Washington, DC / Sniper Shootings / Investigation / Timoney Interview,""https://tvnews.vanderbilt.edu/broadcasts/712266"",""#712266"",""CNN Evening News for 2002-10-16"",""Brown,  Aaron"",""Reporter(s):"",""00:05:00""";;;;;
"Washington, DC / Sniper Shootings / Investigation,""https://tvnews.vanderbilt.edu/broadcasts/712282"",""#712282"",""CNN Evening News for 2002-10-16"",""Brown,  Aaron";" Koch,  Kathleen"",""Reporter(s):"",""00:01:20""";;;;
"Washington, DC / Sniper Shootings / A Day in the Life,""https://tvnews.vanderbilt.edu/broadcasts/712283"",""#712283"",""CNN Evening News for 2002-10-16"",""Brown,  Aaron"",""Reporter(s):"",""00:03:10""";;;;;
"Washington, DC / Serial Sniper / Investigation / Terror Connection?,""https://tvnews.vanderbilt.edu/broadcasts/712286"",""#712286"",""CBS Evening News for 2002-10-16"",""Rather,  Dan"; Chen,  Joie; Orr,  Bob;" Stewart,  Jim"",""Reporter(s):"",""00:07:30""";;
"Washington, DC / Serial Sniper / Dragnet,""https://tvnews.vanderbilt.edu/broadcasts/712303"",""#712303"",""NBC Evening News for 2002-10-16"",""Brokaw,  Tom"; Bloom,  David;" Johns,  Joe"",""Reporter(s):"",""00:04:50""";;;
"Washington, DC / Serial Sniper / Family Fears,""https://tvnews.vanderbilt.edu/broadcasts/712317"",""#712317"",""NBC Evening News for 2002-10-16"",""Brokaw,  Tom";" Faw,  Bob"",""Reporter(s):"",""00:02:30""";;;;
"Washington, DC / Sniper Shootings / Terrorist Link,""https://tvnews.vanderbilt.edu/broadcasts/712322"",""#712322"",""ABC Evening News for 2002-10-17"",""Jennings,  Peter";" Miller,  John"",""Reporter(s):"",""00:03:10""";;;;
"Washington, DC / Sniper Shootings / Investigation / Terror Link,""https://tvnews.vanderbilt.edu/broadcasts/712339"",""#712339"",""CNN Evening News for 2002-10-17"",""Brown,  Aaron"; Koch,  Kathleen;" Arena,  Kelli"",""Reporter(s):"",""00:05:40""";;;
"Washington, DC / Sniper Shootings / Investigation / Maryland Football Game,""https://tvnews.vanderbilt.edu/broadcasts/712355"",""#712355"",""CNN Evening News for 2002-10-17"",""Brown,  Aaron"; Koch,  Kathleen;" Okwu,  Michael"",""Reporter(s):"",""00:04:00""";;;
"Washington, DC / Sniper Shootings / A Review,""https://tvnews.vanderbilt.edu/broadcasts/712417"",""#712417"",""ABC Evening News for 2002-10-18"",""Jennings,  Peter"; Miller, John;" Serafin,  Barry"",""Reporter(s):"",""00:03:30""";;;
"Washington, DC / Sniper Shootings / Investigation,""https://tvnews.vanderbilt.edu/broadcasts/712435"",""#712435"",""CNN Evening News for 2002-10-18"",""Brown,  Aaron"; Meserve,  Jeanne;" Carroll,  Jason"",""Reporter(s):"",""00:08:10""";;;
"Washington, DC / Serial Sniper / Economic Impact,""https://tvnews.vanderbilt.edu/broadcasts/712458"",""#712458"",""NBC Evening News for 2002-10-18"",""Brokaw,  Tom";" Hager,  Robert"",""Reporter(s):"",""00:02:30""";;;;
"Washington, DC / Serial Sniper / Living in Fear,""https://tvnews.vanderbilt.edu/broadcasts/712472"",""#712472"",""CBS Evening News for 2002-10-18"",""Roberts,  John"; Chen,  Joie;" Andrews,  Wyatt"",""Reporter(s):"",""00:05:10""";;;
"Washington, DC / Sniper Shootings / Manhunt / Outdoor Activities,""https://tvnews.vanderbilt.edu/broadcasts/712506"",""#712506"",""NBC Evening News for 2002-10-19"",""Seigenthaler,  John"; Johns,  Joe;" Jordan,  Rosiland"",""Reporter(s):"",""00:04:50""";;;
"Decision 2002 / Maryland Governor's Race,""https://tvnews.vanderbilt.edu/broadcasts/712519"",""#712519"",""NBC Evening News for 2002-10-19"",""Seigenthaler,  John";" O'Donnell,  Norah"",""Reporter(s):"",""00:02:10""";;;;
